Source,Target,Weight
"organization:aussies","place:st lucia",1
"organization:t20 wc","person:hussey",1
"organization:t20 wc","person:saeed ajmal",1
"organization:t20 wc","place:st lucia",1
"person:hussey","place:st lucia",1
"person:saeed ajmal","place:st lucia",1
"organization:australia","other:cricket world t20 semifinal 2",1
"organization:pakistan","other:cricket world t20 semifinal 2",1
"other:cricket world t20 semifinal 2","place:australia",1
"organization:uae","other:icc world cup twenty20",1
"organization:uae","place:united arab emirates",1
"other:icc world cup twenty20","place:australia",1
"other:icc world cup twenty20","place:pakistan",1
"other:icc world cup twenty20","place:united arab emirates",1
"place:australia","place:united arab emirates",1
"place:pakistan","place:united arab emirates",1
"person:aqdas niazi","person:shaharyar mughal",1
"person:aqdas niazi","place:australia",1
"person:aqdas niazi","place:pakistan",1
"person:shaharyar mughal","place:australia",1
"person:shaharyar mughal","place:pakistan",1
"organization:pakistan","organization:🏏 australia",1
"organization:australia","person:pakistan batsman",1
"organization:india","organization:pakistan cricket",1
"organization:india","person:pakistan batsman",1
"organization:pakistan cricket","person:pakistan batsman",1
"person:afridi","person:rauf",1
"person:afridi","person:starc",3
"organization:australia","person:badla",1
"organization:pakistan","person:badla",1
"organization:cricket pakistan","person:mohammad rizwan",1
"organization:cricket pakistan","person:shoaib malik",1
"organization:cricket pakistan","place:australia",1
"organization:africa","organization:england",1
"organization:africa","organization:green shirts",1
"organization:england","organization:green shirts",1
"organization:australia","person:muhammad rizwan",6
"organization:semifinal","person:mohammad rizwan",4
"organization:semifinal","person:shoaib malik",4
"organization:semifinal","place:australia",4
"person:mathew hayden","person:shane watson",1
"person:mathew hayden","person:wahab riaz",1
"organization:warner","person:aaron finch",1
"organization:warner","person:finch",1
"person:allah khair","place:pakistan",2
"organization:inshallah pakistan","person:babar azam",1
"person:haider ali","person:mohammad rizwan",2
"person:haider ali","person:sarfaraz ahmad",2
"person:haider ali","person:shoaib malik",8
"person:mohammad rizwan","person:sarfaraz ahmad",1
"person:sarfaraz ahmad","person:shoaib malik",1
"person:sarfaraz ahmad","place:australia",1
"organization:pakistan cricket team","organization:paspassionate",1
"organization:pakistan cricket team","place:dubai international stadium",1
"organization:paspassionate","place:dubai international stadium",1
"person:brendon julian","place:australia",1
"person:brendon julian","place:new zealand",1
"organization:🇵🇰","place:australia",2
"organization:australia","organization:shaheens",3
"organization:icc","organization:india",5
"organization:icc","organization:shaheens",3
"organization:india","organization:shaheens",3
"organization:shaheens","place:pakistan",3
"organization:australia","person:justin langer",5
"person:finch","person:hafeez",2
"person:malik","person:mohammad rizwan",1
"organization:australia","organization:icc t20 world cup india",1
"organization:icc t20 world cup india","organization:pakistan",1
"organization:icc t20 world cup india","other:icc t20 world cup",1
"organization:nz","person:ajinkya rahane",1
"organization:nz","person:rohit sharma",1
"person:ajinkya rahane","person:rohit sharma",1
"person:insha'allah","place:pakistan",1
"person:ks bharat","person:rishabh pant",1
"person:ks bharat","person:wriddhiman saha",1
"person:rishabh pant","person:wriddhiman saha",1
"person:almighty allah","person:malik",1
"organization:dubai international cricket stadium","other:t20 world cup",1
"organization:flu ahead of semi","person:mohammed rizwan",1
"organization:flu ahead of semi","person:shoaib malik",1
"organization:flu ahead of semi","place:australia",1
"person:mohammed rizwan","person:shoaib malik",5
"person:ya mola","place:dubai",1
"person:ya mola","place:pakistan",1
"person:haider ali","person:mohd rizwan",1
"person:haider ali","place:pakistan",2
"person:mohd rizwan","person:shoaib malik",2
"other:allah","person:alhamdulilah rizwan",1
"person:alhamdulilah rizwan","person:malik",1
"person:hattricks","place:hyderabad",1
"person:hattricks","place:sharjah",1
"place:hyderabad","place:sharjah",1
"organization:the aussies","person:mr. cricket",1
"organization:the aussies","place:pakistan",1
"person:mr. cricket","place:pakistan",1
"organization:pakistan 🇵🇰","organization:peay",1
"organization:peay","place:pakistan",1
"organization:aus dream11","organization:t20",4
"organization:aus dream11","person:trump",1
"organization:pak","person:trump",1
"organization:t20","person:trump",1
"organization:england","organization:wickets",1
"organization:nz","organization:wt20",1
"organization:nz","person:kane williamson",2
"organization:wt20","person:kane williamson",1
"organization:wt20","person:pak",1
"person:kane williamson","person:pak",1
"other:t20 world cup","person:southee",1
"other:t20 world cup","person:tim southee",1
"person:kane williamson","person:southee",1
"person:kane williamson","person:tim southee",1
"person:southee","person:tim southee",1
"organization:afghanistan","place:england",2
"organization:cricket","organization:statistics pakistan",1
"organization:statistics pakistan","place:australia",1
"organization:aussies","organization:trans-tasman finals",1
"organization:pakistan","organization:trans-tasman finals",1
"person:covid","person:md rizwan",1
"person:covid","person:s malik",1
"person:covid","place:pakistan",1
"person:md rizwan","person:s malik",1
"person:md rizwan","place:pakistan",1
"person:s malik","place:pakistan",1
"organization:ipo","organization:kfc",1
"organization:ipo","organization:pizza hut",1
"organization:ipo","organization:taco bell",1
"organization:kfc","organization:pizza hut",2
"organization:kfc","organization:taco bell",2
"organization:pizza hut","organization:taco bell",2
"organization:kfc","product:ipo of sapphire foods",1
"organization:pizza hut","product:ipo of sapphire foods",1
"organization:taco bell","product:ipo of sapphire foods",1
"person:hayden v langer","place:dubai",4
"person:hayden v langer","place:new zealand",4
"organization:mighty australia","organization:pakistan",1
"organization:t20is","place:pakistan",4
"person:malik","place:new zealand",2
"organization:nz","other:lord",1
"organization:nz","place:abu dhabi",1
"organization:nz","place:new zealand",5
"other:lord","place:abu dhabi",1
"other:lord","place:new zealand",1
"place:abu dhabi","place:new zealand",2
"organization:pakistan","person:mohd rizwan",1
"person:inshalllaaah","place:pakistan",1
"person:kane williamson","person:mohammad shahzad",1
"person:shahid afridi","place:new zealand",1
"person:malik","place:uae",1
"organization:aus","other:t20i world cup",1
"organization:pak","other:t20i world cup",1
"organization:new zealand","person:mr. cricket",1
"organization:nz","place:dubai",5
"organization:inshaallah pakistan","organization:pakistan",2
"organization:inshaallah pakistan","place:dubai",1
"other:t20 world cup","person:rizwan, malik",1
"person:rizwan, malik","place:australia",1
"organization:abu dhabi","organization:england",2
"organization:abu dhabi","organization:new zealand",2
"organization:abu dhabi","other:t20 world cup",1
"organization:abu dhabi","person:daryl mitchell",1
"organization:new zealand","person:daryl mitchell",4
"other:t20 world cup","person:daryl mitchell",1
"organization:australia","person:shaniera akram",1
"organization:t20 world cup","person:shaniera akram",1
"person:babar azam","person:hafeez",3
"person:babar azam","person:imad wasim",6
"person:hafeez","person:trump",1
"person:saeed anwar","person:sunil gavaskar",1
"person:saeed anwar","person:vikrant gupta",1
"person:sunil gavaskar","person:vikrant gupta",1
"organization:icc t20","organization:new zealand",1
"organization:icc t20","other:god",1
"organization:icc t20","place:new zealand",1
"organization:new zealand","other:god",1
"organization:newzealand","other:t20 world cup",1
"person:mathew hayden","person:mohammad rizwan quran pak",1
"organization:aus semi","place:pak",1
"person:haris rauf","person:the qalandars",4
"person:haris rauf","place:lahore",4
"person:the qalandars","place:australia",4
"person:the qalandars","place:lahore",4
"organization:youtube","place:new zealand",1
"organization:pakistani cricket team","place:australia",1
"organization:aussies","organization:central oceania",1
"organization:aussies","organization:the greens",1
"organization:central oceania","organization:the greens",1
"person:alhamdulillah","person:malik",1
"person:alhamdulillah","person:rizwan",1
"person:aaron finch","place:india",1
"organization:the greenshirts","place:australia",1
"organization:australia","person:haider",1
"organization:australia","person:sarfaraz ahmad",1
"organization:australia","person:shaoiab malik",1
"person:haider","person:muhammad rizwan",1
"person:haider","person:sarfaraz ahmad",1
"person:haider","person:shaoiab malik",1
"person:muhammad rizwan","person:sarfaraz ahmad",1
"person:muhammad rizwan","person:shaoiab malik",1
"person:sarfaraz ahmad","person:shaoiab malik",1
"organization:new zealand","organization:twitter",1
"person:fakhar","person:haider ali",2
"person:fakhar","person:pak",4
"person:haider ali","person:pak",1
"person:fakhar zaman","person:insha’allah",1
"organization:7pm pakistan","organization:england",1
"organization:7pm pakistan","organization:icc men",1
"organization:england","organization:icc men",2
"person:pakistanis","place:nz",1
"person:haider ali","person:sarfaraz ahmed",1
"person:mohammad rizwan","person:sarfaraz ahmed",2
"person:sarfaraz ahmed","person:shoaib malik",1
"person:sarfaraz ahmed","place:australia",1
"person:malik🇵🇰","person:rizwan",2
"person:malik🇵🇰","place:pakistan",1
"organization:oz","person:malik",1
"organization:oz","person:pak",1
"organization:oz","person:rizwan",1
"person:allah rizwan","person:malik",2
"person:rizwan covid","person:shoaib malik",3
"person:mitchell","person:quim ki nazrain",1
"person:mitchell","place:pakistan",5
"person:quim ki nazrain","place:australia",1
"person:quim ki nazrain","place:pakistan",1
"person:malik","place:england",1
"person:azam","person:azeem",1
"person:azam","person:babar",4
"person:azeem","person:babar",1
"person:mike hussey","person:shaun tait",1
"person:asif","place:new zealand",1
"person:pakistani malik","person:rizwan",1
"person:jordan","person:mohd shami",1
"organization:pakistan cricket team","place:newzealand",1
"other:allah","place:newzealand",1
"organization:australia","person:shaoib malik",1
"person:muhammad rizwan","person:shaoib malik",1
"person:insha allha","place:pakistan",1
"person:againnst aus","person:pak pak",1
"person:ayesha omar","person:hania amir",1
"person:ayesha omar","person:shoaib malik",2
"person:hania amir","person:shoaib malik",2
"person:kevin peterson","person:nasir hussain “pakistan",1
"person:kevin peterson","place:pakistan",1
"person:nasir hussain “pakistan","place:pakistan",1
"organization:nz","person:kane",1
"place:pakistan zindabad","place:sha allah pakistan",1
"person:daryl mitchell","person:devon conway",1
"person:daryl mitchell","place:new zealand",1
"person:devon conway","person:jimmy neesham",1
"person:devon conway","place:new zealand",1
"person:jimmy neesham","place:new zealand",1
"person:marray erasmus","person:trent boult",1
"place:asia","place:oceania",1
"person:haider","person:malik",9
"person:haider","person:rizwan",10
"person:haider","person:saifi bhai",1
"person:haider","person:sarfraz",7
"person:malik","person:saifi bhai",1
"person:malik","person:sarfraz",5
"person:rizwan","person:saifi bhai",1
"person:rizwan","person:sarfraz",6
"person:saifi bhai","person:sarfraz",1
"person:bairstow","person:nesham",1
"place:australia","place:luckyone mall",1
"place:luckyone mall","place:pakistan",1
"other:allah","person:inshaallah pakistan",1
"other:allah almighty","other:lord",1
"other:allah almighty","person:inshaallah pakistan",1
"other:allah almighty","place:pakistan",4
"other:lord","person:inshaallah pakistan",1
"person:inshaallah pakistan","place:pakistan",1
"organization:australia t20 records","organization:pakistan",1
"organization:australia t20 records","place:asia",1
"organization:australia t20 records","place:pakistan",1
"organization:pakistan","place:asia",1
"person:haider","person:sarfaraz",7
"person:haider","person:shoaib malik",2
"person:sarfaraz","person:shoaib malik",1
"organization:nz","person:rizwan",3
"organization:nz","person:shoaib malik",3
"organization:england","organization:worldcup",1
"organization:icc","organization:worldcup",1
"organization:icc","place:new zealand",2
"organization:worldcup","place:new zealand",1
"other:tomorrow game","person:muhammad rizwan",2
"other:tomorrow game","person:shoaib malik",2
"organization:🇵🇰","other:t20 world cup",1
"person:kevin pietersen","place:australia",1
"person:kevin pietersen","place:pakistan",1
"organization:icc","place:newzealand",1
"organization:australia","person:nasser hussain",1
"person:mike atherton","person:nasser hussain",1
"organization:blackcaps","organization:pakistan",3
"organization:blackcaps","organization:three lions",1
"organization:blackcaps","place:australia",1
"organization:pakistan","organization:three lions",1
"organization:three lions","place:australia",1
"other:allah","other:allah insha",1
"person:ameen k pakistan","person:jeet jay",1
"person:rizwan","person:shoeb malik",1
"organization:nz","person:jimmy neesham",2
"person:brad hogg","person:shaheen afridi",2
"other:allah","person:haider ali",1
"other:allah","person:kaptaan sarfaraz",1
"person:haider ali","person:kaptaan sarfaraz",1
"person:haider ali","person:malik",5
"person:kaptaan sarfaraz","person:malik",1
"person:dary mitchel","person:james neesham",3
"person:dary mitchel","place:new zealand",3
"person:james neesham","place:new zealand",3
"organization:new zealand","person:daryll mitchell",1
"organization:new zealand","person:devoy convey",1
"person:daryll mitchell","person:devoy convey",1
"person:daryll mitchell","place:new zealand",1
"person:devoy convey","place:new zealand",1
"person:bairstow","person:boult",2
"other:t20 world cup semi final","person:michael hussey",1
"organization:australia","other:t20 world cup ii t20 world cup",1
"organization:pakistan","other:t20 world cup ii t20 world cup",1
"organization:covid","person:muhammad rizwan",1
"organization:covid","person:shoaib malik",1
"person:haider","place:australia",3
"person:sarfraz","place:australia",2
"organization:pcb","person:pakistanis",2
"organization:pcb","place:england",3
"person:pakistanis","place:england",1
"person:daryl mitchell","place:england",1
"organization:pakistan cricket","person:babar azam",1
"organization:aussies","organization:green",1
"person:ajmal","place:australia",4
"organization:cricket india","place:pakistan",1
"person:jordan","person:neesham",1
"person:jordan","place:new zealand",1
"person:neesham","place:new zealand",2
"place:aus","place:dubai",1
"organization:england","place:italy",1
"organization:new zealand","place:italy",1
"other:t20 world cup","place:italy",1
"organization:nz","other:allah",1
"other:allah","place:england",2
"organization:new zealand final","place:australia",2
"person:mitchell","place:england",1
"organization:nz","other:world cup final",1
"organization:pakistan","other:world cup final",1
"other:world cup final","place:pakistan",4
"person:mb malik","person:mohammad wasim jnr",1
"person:mb malik","place:australia",5
"person:mohammad wasim jnr","place:australia",1
"person:matthew hayden","person:shaheen afridi",1
"organization:flu & fever","person:shoaib malik",1
"person:josh jaga transmission","place:pakistan",1
"organization:england england england","organization:pakistan",1
"other:t20 world cup","person:finch anticipates",1
"other:t20 world cup","place:melbourne",1
"person:finch anticipates","person:shaheen afridi",1
"person:finch anticipates","place:australia",1
"person:finch anticipates","place:melbourne",1
"person:shaheen afridi","place:melbourne",1
"person:malik","person:sarfaraz",8
"person:sarfaraz","place:australia",2
"organization:t20 cricket","person:fakhar",2
"organization:5match","place:pakistan",1
"organization:khawaja sohan halwa","organization:pakistan",1
"organization:khawaja sohan halwa","place:australia",1
"organization:australia","organization:t20 worldcup",2
"organization:pakistan","person:glenn maxwell",2
"organization:england","organization:t20 world cup",1
"other:2021 t20 world cup","person:matthew hayden",1
"organization:pakistan","person:robin uthappa",1
"person:islam","person:matthew hayden",2
"person:islam","person:quranic",1
"person:matthew hayden","person:quranic",1
"person:conway moeen ali","place:england",1
"person:conway moeen ali","place:new zealand",1
"person:pakvsaus","place:abu dhabi",1
"organization:pcb","person:matthew hayden",2
"person:mathew hayden","person:mohammad rizwan quran",7
"place:dubai international","place:islamabad",1
"place:dubai international","place:pakistan",1
"organization:icc academy","person:fakhar zaman",2
"organization:le","organization:pakistan",1
"person:adam zampa","person:marcus stoinis",3
"organization:t20","person:ishant sharma",1
"organization:t20","person:subroto banerjee",1
"person:ishant sharma","person:subroto banerjee",1
"person:fakhar zaman","person:shah afridi",1
"person:haider ali","person:mohammad hafeez",1
"person:haider ali","person:shah afridi",1
"person:mohammad hafeez","person:shah afridi",1
"organization:pakistan cricket board","person:babar azam",1
"organization:pakistan cricket board","person:ramiz raja",1
"organization:pakistan cricket board","place:australia",10
"person:babar azam","person:ramiz raja",2
"person:ramiz raja","place:australia",14
"organization:australia","organization:icc cricket academy",1
"organization:icc cricket academy","place:dubai",1
"organization:icc cricket academy","place:pakistan",1
"organization:sbp","other:pak-australia t20 world cup",1
"organization:black caps","organization:new zealand",1
"organization:black caps","place:new zealand",1
"organization:black caps","place:pakistan",2
"organization:india","place:new zealand",1
"other:second semi final","place:australia",1
"other:second semi final","place:pakistan",1
"person:johny bairstow","person:jos buttler",1
"organization:abu dhabi","organization:icc men",1
"organization:icc men","organization:new zealand",1
"person:darren lehmann","person:shane warne",1
"person:darren lehmann","person:warne",1
"person:darren lehmann","place:pakistan",1
"person:shane warne","place:pakistan",4
"person:mb malik","person:muhammad nawaz",1
"person:muhammad nawaz","place:australia",1
"person:dilshan","person:samuels",1
"person:dilshan","person:virat kohli",1
"person:samuels","person:virat kohli",1
"organization:australia","other:t20 world cup t20 world cup",1
"organization:icc","other:t20 world cup t20 world cup",1
"organization:pakistan","other:t20 world cup t20 world cup",1
"other:t20 world cup","other:t20 world cup t20 world cup",1
"organization:powerplay","person:finch",1
"organization:stirling","person:brien",1
"organization:stirling","person:mohammad rizwan",1
"organization:stirling","person:rizwan",1
"person:brien","person:mohammad rizwan",1
"person:brien","person:rizwan",1
"organization:ecb","organization:pcb",1
"organization:ecb","organization:psl",1
"organization:ecb","person:pcb ramiz raja",1
"organization:ecb","place:pakistan",3
"organization:pcb","organization:psl",1
"organization:psl","person:pcb ramiz raja",1
"organization:psl","place:pakistan",1
"person:pcb ramiz raja","place:pakistan",1
"person:babar azam","person:king babar azam",2
"other:allah","person:matthew hayden",2
"organization:pcb","person:babar",1
"other:twenty20 world cup","person:fakhar zaman",1
"other:twenty20 world cup","person:matthew hayden",1
"person:englund","place:pakistan",1
"person:kane williamson","place:england",3
"other:allah","other:icc t20 world cup",2
"other:t20 semi final","person:harpreet singh",1
"person:aaron finch","person:shaheen shah",1
"organization:australia","person:insha allah",1
"other:world cup","person:hayden",1
"other:world cup","person:langer",2
"other:allah","person:pakistani",1
"organization:t20 cricket","person:matthew hayden",1
"person:glenn maxwell","person:kane richardson",1
"organization:🇦🇺australia","place:pakistan",1
"person:insha allah pakistan","place:pakistan",2
"person:aaron finch","person:pat cummins",1
"person:aaron finch","person:mitch marsh",1
"person:finch","person:mitch marsh",2
"person:finch","person:steve smith",1
"organization:t20 worldcup","person:shoaib malik",1
"person:englad","place:newzealand",1
"person:zaheer abbas","person:zed",1
"person:shah nawaz dhani","place:pakistan",1
"person:hassan ali","person:mb malik",1
"organization:t20i","organization:🇵🇰",1
"organization:🇧🇩","person:mitchell starc",1
"organization:🇧🇩","person:starc",1
"person:babar","person:matthew hayden",1
"person:kohli","person:matthew hayden",1
"organization:icc","person:mike hussey",1
"organization:icc","place:99wc",1
"person:mike hussey","place:99wc",1
"person:shaheen afridi","place:dubai",2
"person:mathew hayden","person:muhammad rizwan",9
"person:imran khan","person:malala yousafzai",1
"person:babar azam","person:fakhar",2
"person:fakhar","person:hassan",4
"other:world series cricket","person:kerry packer",1
"person:matthew hayden","person:shaheen shah afridi",2
"organization:australia","organization:unbeaten pakistan",2
"organization:unbeaten pakistan","other:t20 world cup",1
"organization:t20","organization:🇦🇺 australia",1
"organization:t20","organization:🇳🇿 new zealand",1
"organization:🇦🇺 australia","organization:🇳🇿 new zealand",1
"organization:🇦🇺 australia","place:england",1
"organization:🇦🇺 australia","place:pakistan",1
"organization:🇳🇿 new zealand","place:england",1
"organization:🇳🇿 new zealand","place:pakistan",1
"organization:pakistani","organization:t20is",1
"organization:england cricket","person:tom harrison",1
"organization:england cricket","place:england",1
"organization:england cricket","place:pakistan",1
"person:tom harrison","place:england",1
"person:tom harrison","place:pakistan",2
"organization:england","organization:t20is",2
"person:babar azam","person:misbah-ul-haq",1
"person:misbah-ul-haq","person:shoaib malik",1
"person:haris rauf","person:mb malik",1
"person:mb malik","place:pakistan",1
"organization:semifinal pakistan","place:australia",1
"organization:semifinal pakistan","place:pakistan",1
"organization:pakistan team","organization:semi finals",1
"organization:semi finals","place:australia",1
"organization:semi finals","place:pakistan",1
"person:faf du plessis","place:pakistan",1
"person:junaid akhter khan","person:namaz",1
"organization:nz","person:ahmed shehzad",1
"person:ahmed shehzad","person:imran nazir",1
"person:ahmed shehzad","person:shoaib malik",1
"person:ahmed shehzad","place:pakistan",1
"person:imran nazir","person:shoaib malik",1
"person:imran nazir","place:pakistan",1
"organization:australia","organization:dha sports club",1
"organization:australia","other:t20 world cup semi finals",1
"organization:dha sports club","organization:pakistan",1
"organization:dha sports club","other:t20 world cup semi finals",1
"organization:pakistan","other:t20 world cup semi finals",1
"other:australia t20 world cup","person:mohammad hafeez",1
"other:australia t20 world cup","person:steve smith",1
"person:mohammad hafeez","person:steve smith",1
"organization:australian t20i","person:warner",1
"organization:australian t20i","place:australia",1
"organization:australian t20i","place:pakistan",1
"organization:australian t20i","place:t20i",1
"person:warner","place:t20i",1
"place:pakistan","place:t20i",1
"person:mike hussey","person:mitchell marsh",1
"person:mike hussey","person:norman kochannek",1
"person:mitchell marsh","person:norman kochannek",1
"organization:pcb","person:kumar sangakkara",1
"organization:pcb","place:icc",1
"person:kumar sangakkara","place:icc",1
"person:kumar sangakkara","place:pakistan",1
"other:australia world cup","place:pakistan",1
"person:fakhar zaman","person:ramiz raja",1
"organization:icc t20 semis pakistan","place:australia",1
"person:endia","person:virat kohli",1
"other:t20 world cup final","person:ramiz raja",1
"other:t20 world cup final","place:england",1
"person:ramiz raja","place:england",2
"organization:england","person:sahb",1
"person:babar","person:inshaallah",1
"person:inshaallah","place:australia",3
"organization:aus dream11","organization:australia icc men",3
"organization:australia icc men","organization:pak",3
"organization:australia icc men","organization:pakistan",3
"organization:australia icc men","organization:t20",3
"organization:pakistan cricket team","person:maashaaallah allah swt",1
"person:maashaaallah allah swt","place:pakistan",1
"person:mb malik","person:mohammad hafeez",1
"person:mohammad hafeez","place:australia",1
"organization:t20 wc","person:zahid maqsood",1
"person:nasser hussain","place:pakistan",2
"other:t20 world cup","person:nasser hussain",1
"organization:england","person:ramiz raja",1
"organization:india clash","organization:t20",1
"organization:india clash","place:pakistan",1
"person:babar azam","person:wanindu hasaranga",1
"organization:icc men","person:asif ali",4
"organization:wcs","place:australia",1
"organization:wcs","place:pakistan",1
"organization:ceo cricket australia","person:nick hockley",1
"organization:pakistan cricket","person:shaheen-e-iqbal",1
"place:bangladesh","place:scotland",1
"person:clive lloyd","place:new zealand",1
"person:clive lloyd","place:pakistan",1
"person:babar","person:m.starc",1
"person:babar","person:s.s afridi",1
"person:finch","person:m.starc",1
"person:finch","person:s.s afridi",1
"person:m.starc","person:s.s afridi",1
"other:t20 world cup seni finals","place:england",1
"other:t20 world cup seni finals","place:pakistan",1
"organization:pakistan","person:ramiz raja",1
"organization:t20","person:malik",1
"other:world cup","person:ricky ponting",13
"other:icc men","person:asif ali",1
"organization:pakistan","other:england world cup final",1
"other:england world cup final","person:babar",1
"person:chris gaffaney","person:kumar dharmasena",1
"person:chris gaffaney","person:marais erasmus",1
"person:kumar dharmasena","person:marais erasmus",1
"person:kumar dharmasena","person:richard kettleborough",1
"place:pakistan","product:iphone",2
"organization:england cricket board","person:rameez raja",2
"organization:england cricket board","person:tom harrison",1
"person:rameez raja","person:tom harrison",1
"person:chris gaffeny","person:dharmaseena",1
"person:chris gaffeny","person:kumar",1
"person:chris gaffeny","person:richard",1
"person:chris gaffeny","person:richard kettleborough",1
"person:dharmaseena","person:kumar",1
"person:dharmaseena","person:richard",1
"person:dharmaseena","person:richard kettleborough",1
"person:kumar","person:richard",1
"person:kumar","person:richard kettleborough",1
"person:richard","person:richard kettleborough",1
"organization:babar-led","other:icc t20 world cup",1
"organization:australian t20","person:david hussey",2
"organization:australian t20","place:australia",2
"organization:australian t20","place:pakistan",2
"person:david hussey","place:australia",3
"person:david hussey","place:pakistan",2
"person:hayden","person:team langer",2
"organization:test cricket","place:australia",1
"person:smith","person:warne",1
"person:tim paine","place:pakistan",15
"organization:t20 world cup","person:shoaib malik",1
"organization:england cricket chief","person:pm khan",1
"person:odis","place:australia",1
"person:odis","place:pakistan",1
"place:australia","place:pakistan zindabad",9
"organization:pakistan","person:david hussey",2
"other:t20 world cup","person:david hussey",1
"person:pak","place:new zealand",4
"organization:odi","organization:t20 wcs",1
"organization:pakistan","organization:t20 wcs",1
"organization:nz","organization:pakistan cricket",1
"organization:odis","place:australia",35
"organization:odis","place:pakistan",34
"person:babar","person:ehsan qureshi",1
"person:babar","product:youtube",1
"person:ehsan qureshi","product:youtube",1
"organization:national hockey stadium","organization:sports board punjab",1
"organization:national hockey stadium","place:australia",1
"organization:sports board punjab","place:lahore",2
"organization:blackcaps","person:roy",1
"organization:pakistan","person:roy",1
"organization:maiden","place:australia",1
"organization:maiden","place:🇵🇰",1
"place:australia","place:🇵🇰",18
"person:glenn maxwell","person:vini raman",3
"person:glenn maxwell","place:covid",1
"person:vini raman","place:covid",1
"organization:dha suffa university","organization:t20 world cup",1
"organization:dha suffa university","place:australia",1
"organization:dha suffa university","place:pakistan",1
"person:captain babar azam","person:fakhar zaman",1
"person:tim paine","place:australia",7
"organization:australia","organization:sports board punjab",1
"organization:australia","place:lahore",1
"organization:pakistan","organization:sports board punjab",1
"organization:pakistan","place:lahore",1
"person:babar azam","person:justin langer aus",1
"organization:nasa","place:mars, jupiter",1
"organization:pakistan t20","other:t20 world cup",1
"organization:pakistan t20","person:shaun tait",1
"other:t20 world cup","person:shaun tait",1
"person:shaun tait","place:australia",1
"person:prince","place:pakistan",1
"person:m hafeez","place:bangladesh",2
"place:lake geneva","place:usa",1
"place:europe","place:geneva",1
"person:commentator nasser hussain","place:pakistan",1
"organization:australian cricket","place:pakistan",4
"organization:gtv network","organization:pakistan",1
"organization:gtv network","place:australia",1
"organization:australian cricket team","person:justin langer",1
"organization:austria","organization:pakistan",1
"organization:austria","place:australia",1
"organization:austria","place:pakistan",1
"organization:australia","person:david hussey",1
"organization:t20","person:david hussey",1
"organization:england","person:theashes",1
"organization:t20","person:theashes",1
"person:theashes","place:australia",1
"organization:icc","organization:odi",1
"organization:australia","organization:t20 world",1
"organization:dubai","organization:pakistan 🇵🇰",1
"organization:dubai","organization:t20 world",1
"organization:pakistan 🇵🇰","organization:t20 world",1
"organization:england cricket team flies pakistan","person:imran khan",1
"organization:england cricket team flies pakistan","person:ramiz raja",1
"person:imran khan","person:ramiz raja",1
"person:fatima sana","place:pakistan",1
"organization:odis","place:🇵🇰pakistan",1
"place:australia","place:🇵🇰pakistan",1
"place:pakistan","place:🇵🇰pakistan",1
"place:karachi","place:rawalpindi",16
"place:lahore","place:rawalpindi",16
"place:pakistan","place:rawalpindi",9
"other:t20 world cup","person:rohit sharma",1
"organization:bangladesh","organization:scotland",1
"person:mohammad hafeez","place:bangladesh",2
"organization:cricket australia","person:nick hockley",9
"organization:cricket australia","place:cricket australia",2
"person:nick hockley","place:cricket australia",7
"person:nick hockley","place:pakistan",14
"organization:t20 world cup","person:asif khan",1
"person:captain kohli","place:india",1
"person:captain kohli","place:t20is",1
"place:india","place:t20is",1
"person:rahul","place:india",3
"person:dhaani","place:pakistan",1
"organization:semifinal","place:pakistan",2
"place:new brunswick","place:philadelphia",1
"place:new brunswick","place:princeton",1
"place:philadelphia","place:princeton",1
"organization:england cricket board","person:rambo",1
"organization:england cricket board","place:lahore",1
"person:rambo","person:rameez raja",1
"person:rambo","place:lahore",1
"person:rameez raja","place:lahore",1
"organization:co","organization:namibian",1
"organization:co","person:kohli",1
"organization:namibian","person:kohli",1
"place:australia","place:namibia",4
"organization:cricket","organization:odis",1
"person:nick hockley","place:australia",4
"place:australia","place:cricket australia",4
"organization:australia","person:virender sehwag",1
"organization:pakistan","person:virender sehwag",2
"organization:cricket pakistani","place:australia",1
"person:hayden","person:m hayden",1
"person:m hayden","place:australia",1
"organization:pakistan","person:mitch marsh",1
"organization:najeeb-ul-husnain","other:icc t20 world cup",1
"organization:pak","place:karachi",4
"person:kohli","person:shaheen shah afridi",1
"organization:odi","place:karachi",1
"place:australia","place:rawalpindi",5
"other:world cup you","place:new zealand",1
"other:world cup you","place:pakistan",1
"person:babar azam","person:justin langer",6
"person:inzamam-ul-haq","place:australia",2
"person:inzamam-ul-haq","place:pakistan",2
"organization:australia","person:mathew hayden",5
"other:t20 world cup","person:virat kohl",1
"person:babar azam","person:virat kohl",1
"person:matthew hayden","person:virender sehwag",1
"organization:icc","organization:pcb",2
"organization:australia cricket team","place:australia",2
"person:m. iftikhar","person:muhammad hafeez",1
"person:m. iftikhar","place:bangladesh",1
"person:muhammad hafeez","place:bangladesh",1
"place:australia","place:west indies",1
"place:pakistan cricket","place:west indies",1
"organization:west indies","person:mitchell marsh",1
"other:t20 world cup","person:mitchell marsh",1
"other:t20 world cup","place:bangladesh",1
"person:mitchell marsh","place:bangladesh",1
"organization:odis","other:allah",1
"organization:odis","place:pak",1
"organization:pakistan cricket board","place:pakistan",9
"person:sialkot stalions","place:pakistan",1
"person:","person:chris gayle",1
